flight_number,flight_Date,customer_ID,action,date,class,plane_row,seat
PA007,24/3/2024,000007822,Booked,18/2/2024,First,6,3
PA007,24/3/2024,000007847,Booked,5/2/2024,Business,9,4
PA007,24/3/2024,000007847,Cancelled,19/2/2024,,,
PA007,24/3/2024,000007926,Booked,8/2/2024,Economy,31,1
PA007,24/3/2024,000007926,Seat Changed,2/3/2024,Economy,27,5
PA007,24/3/2024,000007926,Upgraded,24/3/2024,Premium Economy,20,5
PA007,24/3/2024,000007932,Booked,21/1/2024,Economy,38,5
PA007,24/3/2024,000007932,Seat Changed,25/2/2024,Economy,40,8
PA007,24/3/2024,000007932,Cancelled,15/3/2024,,,
PA007,24/3/2024,000007937,Booked,22/2/2024,First,4,3
PA007,24/3/2024,000008018,Booked,24/1/2024,Business,9,3
PA007,24/3/2024,000008018,Seat Changed,3/2/2024,Business,18,4
PA007,24/3/2024,000008018,Seat Changed,18/2/2024,Business,17,1
PA007,24/3/2024,000008018,Seat Changed,16/3/2024,Business,16,4
PA007,24/3/2024,000008146,Booked,6/2/2024,Economy,30,10
PA007,24/3/2024,000008146,Seat Changed,29/2/2024,Economy,27,10
PA007,24/3/2024,000008202,Booked,23/1/2024,First,3,2
PA007,24/3/2024,000008253,Booked,17/1/2024,Business,14,1
PA007,24/3/2024,000008253,Seat Changed,20/2/2024,Business,17,1
PA007,24/3/2024,000008253,Cancelled,5/3/2024,,,
PA007,24/3/2024,000008265,Booked,11/1/2024,Business,17,4
PA007,24/3/2024,000008265,Seat Changed,8/2/2024,Business,18,2
PA007,24/3/2024,000008336,Booked,5/2/2024,Economy,31,1
PA007,24/3/2024,000008336,Cancelled,2/3/2024,,,
PA007,24/3/2024,000008381,Booked,26/11/2023,First,3,4
PA007,24/3/2024,000008510,Booked,16/2/2024,Economy,36,2
PA007,24/3/2024,000008510,Seat Changed,23/2/2024,Economy,38,5
PA007,24/3/2024,000008932,Booked,20/2/2024,Business,12,2
PA007,24/3/2024,000008932,Upgraded,19/3/2024,First,5,2
PA007,24/3/2024,000008958,Booked,10/12/2023,First,6,1
PA007,24/3/2024,000008958,Seat Changed,10/1/2024,First,2,4
PA007,24/3/2024,000009017,Booked,17/2/2024,Economy,37,9
PA007,24/3/2024,000009017,Upgraded,8/3/2024,Premium Economy,21,2
PA007,24/3/2024,000009076,Booked,18/1/2024,Business,12,4
PA007,24/3/2024,000009076,Seat Changed,31/1/2024,Business,17,1
PA007,24/3/2024,000009076,Seat Changed,7/3/2024,Business,14,3
PA007,24/3/2024,000009387,Booked,11/2/2024,First,4,3
PA007,24/3/2024,000009517,Booked,2/1/2024,Economy,40,2
PA007,24/3/2024,000009517,Cancelled,12/1/2024,,,
PA007,24/3/2024,000009890,Booked,6/2/2024,First,2,1
PA007,24/3/2024,000009890,Seat Changed,14/3/2024,First,7,1
PA008,30/3/2024,000000448,Booked,10/12/2023,Business,14,3
PA008,30/3/2024,000000448,Upgraded,18/12/2023,First,2,2
PA008,30/3/2024,000000448,Cancelled,11/1/2024,,,
PA008,30/3/2024,000000541,Booked,31/12/2023,Premium Economy,20,4
PA008,30/3/2024,000000541,Cancelled,29/1/2024,,,
PA008,30/3/2024,000000797,Booked,3/2/2024,Premium Economy,26,8
PA008,30/3/2024,000000797,Seat Changed,4/3/2024,Premium Economy,21,5
PA008,30/3/2024,000001061,Booked,2/1/2024,Premium Economy,21,5
PA008,30/3/2024,000001061,Upgraded,24/1/2024,Business,17,4
PA008,30/3/2024,000001215,Booked,31/1/2024,Business,12,4
PA008,30/3/2024,000001215,Seat Changed,9/2/2024,Business,17,4
PA008,30/3/2024,000001215,Seat Changed,1/3/2024,Business,13,3
PA008,30/3/2024,000001215,Upgraded,17/3/2024,First,4,3
PA008,30/3/2024,000001246,Booked,4/2/2024,Business,12,3
PA008,30/3/2024,000001246,Cancelled,28/2/2024,,,
PA008,30/3/2024,000001298,Booked,28/12/2023,Premium Economy,25,7
PA008,30/3/2024,000001298,Upgraded,11/1/2024,Business,18,4
PA008,30/3/2024,000001298,Upgraded,19/1/2024,First,4,4
PA008,30/3/2024,000001506,Booked,23/1/2024,Business,15,1
PA008,30/3/2024,000001506,Cancelled,16/2/2024,,,
PA008,30/3/2024,000001710,Booked,3/12/2023,Business,10,3
PA008,30/3/2024,000001743,Booked,18/2/2024,Premium Economy,26,1
PA008,30/3/2024,000001743,Seat Changed,8/3/2024,Premium Economy,24,8
PA008,30/3/2024,000001743,Seat Changed,16/3/2024,Premium Economy,19,1
PA008,30/3/2024,000001808,Booked,23/1/2024,Business,11,3
PA008,30/3/2024,000001808,Cancelled,12/2/2024,,,
PA008,30/3/2024,000002194,Booked,9/1/2024,Premium Economy,20,2
PA008,30/3/2024,000002240,Booked,30/11/2023,Business,11,2
PA008,30/3/2024,000002240,Seat Changed,31/12/2023,Business,14,4
PA008,30/3/2024,000002240,Seat Changed,5/2/2024,Business,11,2
PA008,30/3/2024,000002277,Booked,29/1/2024,Premium Economy,22,8
PA008,30/3/2024,000002277,Seat Changed,5/2/2024,Premium Economy,25,1
PA008,30/3/2024,000002322,Booked,23/12/2023,Business,13,3
PA008,30/3/2024,000002322,Upgraded,18/1/2024,First,5,4
PA008,30/3/2024,000002322,Cancelled,27/1/2024,,,
PA008,30/3/2024,000002371,Booked,23/12/2023,Premium Economy,22,3
PA008,30/3/2024,000002371,Cancelled,21/1/2024,,,
PA008,30/3/2024,000002681,Booked,13/1/2024,Premium Economy,22,7
PA008,30/3/2024,000002681,Seat Changed,19/2/2024,Premium Economy,23,4
PA008,30/3/2024,000002681,Seat Changed,4/3/2024,Premium Economy,22,7
PA008,30/3/2024,000002775,Booked,16/2/2024,Premium Economy,20,1
PA008,30/3/2024,000002775,Upgraded,4/3/2024,Business,15,4
PA008,30/3/2024,000002775,Cancelled,28/3/2024,,,
PA008,30/3/2024,000003225,Booked,13/12/2023,Premium Economy,24,3
PA008,30/3/2024,000003225,Seat Changed,1/1/2024,Premium Economy,19,1
PA008,30/3/2024,000003530,Booked,16/2/2024,Premium Economy,22,3
PA008,30/3/2024,000003530,Seat Changed,13/3/2024,Premium Economy,26,3
PA008,30/3/2024,000003566,Booked,29/12/2023,Business,16,2
PA008,30/3/2024,000003586,Booked,4/12/2023,Premium Economy,22,8
PA008,30/3/2024,000003642,Booked,24/1/2024,Premium Economy,21,1
PA008,30/3/2024,000003642,Cancelled,12/2/2024,,,
PA008,30/3/2024,000003680,Booked,17/2/2024,Premium Economy,21,4
PA008,30/3/2024,000003680,Upgraded,15/3/2024,Business,15,1
PA008,30/3/2024,000003734,Booked,21/2/2024,Premium Economy,24,7
PA008,30/3/2024,000003734,Seat Changed,26/3/2024,Premium Economy,22,8
PA008,30/3/2024,000003860,Booked,18/2/2024,Premium Economy,21,4
PA008,30/3/2024,000003860,Seat Changed,21/3/2024,Premium Economy,25,5
PA008,30/3/2024,000003882,Booked,24/2/2024,Premium Economy,23,8
PA008,30/3/2024,000003882,Cancelled,10/3/2024,,,
PA008,30/3/2024,000004227,Booked,4/1/2024,Premium Economy,22,2
PA008,30/3/2024,000004227,Seat Changed,22/1/2024,Premium Economy,25,1
PA008,30/3/2024,000004227,Upgraded,1/2/2024,Business,18,4
PA008,30/3/2024,000004227,Upgraded,8/2/2024,First,2,1
PA008,30/3/2024,000004228,Booked,30/1/2024,Premium Economy,19,5
PA008,30/3/2024,000004228,Upgraded,25/2/2024,Business,15,2
PA008,30/3/2024,000004228,Seat Changed,7/3/2024,Business,10,3
PA008,30/3/2024,000004291,Booked,7/2/2024,Premium Economy,23,4
PA008,30/3/2024,000004291,Seat Changed,17/2/2024,Premium Economy,24,2
PA008,30/3/2024,000004291,Seat Changed,20/3/2024,Premium Economy,22,5
PA008,30/3/2024,000004481,Booked,31/1/2024,Business,11,1
PA008,30/3/2024,000004481,Seat Changed,8/2/2024,Business,15,2
PA008,30/3/2024,000004481,Seat Changed,26/2/2024,Business,9,2
PA008,30/3/2024,000004481,Cancelled,21/3/2024,,,
PA008,30/3/2024,000004617,Booked,5/2/2024,Business,9,2
PA008,30/3/2024,000004617,Seat Changed,18/2/2024,Business,18,3
PA008,30/3/2024,000004617,Seat Changed,7/3/2024,Business,14,3
PA008,30/3/2024,000004709,Booked,11/1/2024,Premium Economy,24,3
PA008,30/3/2024,000004709,Seat Changed,23/1/2024,Premium Economy,24,3
PA008,30/3/2024,000004709,Seat Changed,13/2/2024,Premium Economy,21,3
PA008,30/3/2024,000004709,Seat Changed,17/3/2024,Premium Economy,19,7
PA008,30/3/2024,000004887,Booked,2/2/2024,Premium Economy,22,1
PA008,30/3/2024,000004887,Seat Changed,26/2/2024,Premium Economy,22,2
PA008,30/3/2024,000004887,Seat Changed,14/3/2024,Premium Economy,22,3
PA008,30/3/2024,000005237,Booked,14/2/2024,Premium Economy,19,4
PA008,30/3/2024,000005237,Upgraded,18/3/2024,Business,17,1
PA008,30/3/2024,000005424,Booked,16/12/2023,Business,18,1
PA008,30/3/2024,000005545,Booked,1/2/2024,Premium Economy,26,8
PA008,30/3/2024,000005545,Seat Changed,17/2/2024,Premium Economy,23,7
PA008,30/3/2024,000005589,Booked,4/2/2024,Premium Economy,20,5
PA008,30/3/2024,000005589,Seat Changed,14/2/2024,Premium Economy,19,6
PA008,30/3/2024,000005657,Booked,10/1/2024,Business,11,4
PA008,30/3/2024,000005705,Booked,28/1/2024,Premium Economy,25,1
PA008,30/3/2024,000005705,Seat Changed,5/3/2024,Premium Economy,20,6
PA008,30/3/2024,000005986,Booked,15/1/2024,Business,12,4
PA008,30/3/2024,000005986,Seat Changed,19/2/2024,Business,9,2
PA008,30/3/2024,000005986,Seat Changed,14/3/2024,Business,16,3
PA008,30/3/2024,000005986,Seat Changed,21/3/2024,Business,12,4
PA008,30/3/2024,000006460,Booked,9/12/2023,Business,9,3
PA008,30/3/2024,000006460,Seat Changed,18/12/2023,Business,9,3
PA008,30/3/2024,000006460,Seat Changed,3/1/2024,Business,12,3
PA008,30/3/2024,000006460,Upgraded,23/1/2024,First,1,3
PA008,30/3/2024,000006460,Cancelled,13/2/2024,,,
PA008,30/3/2024,000006548,Booked,4/2/2024,Premium Economy,22,8
PA008,30/3/2024,000006548,Seat Changed,23/2/2024,Premium Economy,22,8
PA008,30/3/2024,000006823,Booked,10/2/2024,Business,9,3
PA008,30/3/2024,000006823,Seat Changed,22/2/2024,Business,10,1
PA008,30/3/2024,000006823,Seat Changed,27/3/2024,Business,12,3
PA008,30/3/2024,000006990,Booked,23/12/2023,Premium Economy,21,4
PA008,30/3/2024,000006990,Seat Changed,2/1/2024,Premium Economy,21,2
PA008,30/3/2024,000007182,Booked,25/1/2024,Premium Economy,21,6
PA008,30/3/2024,000007182,Seat Changed,17/2/2024,Premium Economy,23,4
PA008,30/3/2024,000007389,Booked,25/1/2024,Premium Economy,25,4
PA008,30/3/2024,000007389,Upgraded,1/2/2024,Business,16,4
PA008,30/3/2024,000007389,Seat Changed,2/3/2024,Business,17,1
PA008,30/3/2024,000007389,Cancelled,16/3/2024,,,
PA008,30/3/2024,000007622,Booked,13/1/2024,Premium Economy,23,1
PA008,30/3/2024,000007622,Seat Changed,2/2/2024,Premium Economy,21,1
PA008,30/3/2024,000007622,Upgraded,25/2/2024,Business,16,1
PA008,30/3/2024,000007719,Booked,28/2/2024,Business,16,1
PA008,30/3/2024,000007719,Upgraded,26/3/2024,First,3,4
PA008,30/3/2024,000007724,Booked,1/12/2023,Premium Economy,26,5
PA008,30/3/2024,000007724,Upgraded,21/12/2023,Business,11,2
PA008,30/3/2024,000007724,Seat Changed,4/1/2024,Business,11,4
PA008,30/3/2024,000007724,Seat Changed,19/1/2024,Business,15,1
PA008,30/3/2024,000007724,Seat Changed,4/2/2024,Business,11,4
PA008,30/3/2024,000007822,Booked,18/1/2024,Premium Economy,22,1
PA008,30/3/2024,000007822,Upgraded,20/2/2024,Business,16,3
PA008,30/3/2024,000007926,Booked,27/12/2023,Business,15,4
PA008,30/3/2024,000007926,Seat Changed,2/2/2024,Business,11,4
PA008,30/3/2024,000007926,Seat Changed,11/2/2024,Business,12,4
PA008,30/3/2024,000007932,Booked,9/12/2023,Business,18,2
PA008,30/3/2024,000007932,Seat Changed,17/12/2023,Business,16,4
PA008,30/3/2024,000007937,Booked,21/12/2023,Premium Economy,20,4
PA008,30/3/2024,000007937,Cancelled,29/12/2023,,,
PA008,30/3/2024,000008018,Booked,19/1/2024,Premium Economy,26,6
PA008,30/3/2024,000008018,Cancelled,7/2/2024,,,
PA008,30/3/2024,000008146,Booked,22/2/2024,Business,14,3
PA008,30/3/2024,000008146,Upgraded,14/3/2024,First,8,3
PA008,30/3/2024,000008202,Booked,5/1/2024,Premium Economy,20,1
PA008,30/3/2024,000008202,Seat Changed,24/1/2024,Premium Economy,25,2
PA008,30/3/2024,000008202,Seat Changed,31/1/2024,Premium Economy,21,6
PA008,30/3/2024,000008253,Booked,14/2/2024,Premium Economy,22,6
PA008,30/3/2024,000008253,Cancelled,4/3/2024,,,
PA008,30/3/2024,000008336,Booked,28/12/2023,Business,17,3
PA008,30/3/2024,000008336,Seat Changed,28/1/2024,Business,14,3
PA008,30/3/2024,000008336,Cancelled,28/2/2024,,,
PA008,30/3/2024,000008381,Booked,30/11/2023,Premium Economy,23,8
PA008,30/3/2024,000008381,Seat Changed,17/12/2023,Premium Economy,23,7
PA008,30/3/2024,000008381,Seat Changed,4/1/2024,Premium Economy,26,5
PA008,30/3/2024,000008510,Booked,18/12/2023,Business,18,4
PA008,30/3/2024,000008510,Upgraded,5/1/2024,First,7,1
PA008,30/3/2024,000008932,Booked,31/1/2024,Premium Economy,21,4
PA008,30/3/2024,000008932,Cancelled,22/2/2024,,,
PA008,30/3/2024,000008958,Booked,17/1/2024,Premium Economy,24,2
PA008,30/3/2024,000008958,Seat Changed,6/2/2024,Premium Economy,21,3
PA008,30/3/2024,000008958,Seat Changed,26/2/2024,Premium Economy,19,6
PA008,30/3/2024,000008958,Upgraded,4/3/2024,Business,15,4
PA008,30/3/2024,000009017,Booked,25/2/2024,Business,9,3
PA008,30/3/2024,000009017,Seat Changed,16/3/2024,Business,10,1
PA008,30/3/2024,000009017,Seat Changed,24/3/2024,Business,12,4
PA008,30/3/2024,000009387,Booked,2/12/2023,Premium Economy,24,2
PA008,30/3/2024,000009387,Upgraded,13/12/2023,Business,16,2
PA008,30/3/2024,000009387,Upgraded,30/12/2023,First,2,4
PA008,30/3/2024,000009517,Booked,24/1/2024,Business,9,2
PA008,30/3/2024,000009517,Seat Changed,6/2/2024,Business,16,2
PA008,30/3/2024,000009517,Seat Changed,21/2/2024,Business,16,3
PA008,30/3/2024,000009517,Seat Changed,16/3/2024,Business,14,2
PA008,30/3/2024,000009890,Booked,3/12/2023,Premium Economy,26,5
PA008,30/3/2024,000009890,Upgraded,16/12/2023,Business,13,2
PA009,13/3/2024,000000078,Booked,28/12/2023,Premium Economy,21,6
PA009,13/3/2024,000000078,Seat Changed,27/1/2024,Premium Economy,20,6
PA009,13/3/2024,000000078,Seat Changed,29/2/2024,Premium Economy,25,1
PA009,13/3/2024,000000194,Booked,14/12/2023,Economy,33,5
PA009,13/3/2024,000000194,Seat Changed,31/12/2023,Economy,28,3
PA009,13/3/2024,000000194,Upgraded,25/1/2024,Premium Economy,26,1
PA009,13/3/2024,000000293,Booked,30/11/2023,Economy,27,3
PA009,13/3/2024,000000293,Seat Changed,6/1/2024,Economy,29,7
PA009,13/3/2024,000000293,Cancelled,11/2/2024,,,
PA009,13/3/2024,000000425,Booked,31/1/2024,Economy,32,10
PA009,13/3/2024,000000425,Seat Changed,8/3/2024,Economy,35,10
PA009,13/3/2024,000000950,Booked,18/12/2023,Premium Economy,26,8
PA009,13/3/2024,000000950,Upgraded,16/1/2024,Business,17,4
PA009,13/3/2024,000000950,Upgraded,7/2/2024,First,2,2
PA009,13/3/2024,000001007,Booked,12/1/2024,Economy,40,10
PA009,13/3/2024,000001007,Upgraded,10/2/2024,Premium Economy,21,5
PA009,13/3/2024,000001303,Booked,6/1/2024,Economy,37,4
PA009,13/3/2024,000001303,Upgraded,16/1/2024,Premium Economy,21,2
PA009,13/3/2024,000001388,Booked,17/12/2023,Premium Economy,22,1
PA009,13/3/2024,000001388,Upgraded,8/1/2024,Business,15,2
PA009,13/3/2024,000001388,Cancelled,31/1/2024,,,
PA009,13/3/2024,000001584,Booked,22/12/2023,Economy,34,1
PA009,13/3/2024,000001584,Seat Changed,27/1/2024,Economy,42,6
PA009,13/3/2024,000001584,Seat Changed,5/2/2024,Economy,33,8
PA009,13/3/2024,000001599,Booked,6/1/2024,Premium Economy,23,2
PA009,13/3/2024,000001599,Seat Changed,1/2/2024,Premium Economy,26,8
PA009,13/3/2024,000001599,Cancelled,11/2/2024,,,
PA009,13/3/2024,000001697,Booked,31/12/2023,Economy,36,1
PA009,13/3/2024,000001697,Seat Changed,13/1/2024,Economy,27,2
PA009,13/3/2024,000001697,Cancelled,18/2/2024,,,
PA009,13/3/2024,000001895,Booked,23/11/2023,Economy,27,10
PA009,13/3/2024,000001992,Booked,9/1/2024,Economy,37,5
PA009,13/3/2024,000001992,Seat Changed,22/1/2024,Economy,30,6
PA009,13/3/2024,000002058,Booked,1/1/2024,Economy,41,7
PA009,13/3/2024,000002058,Seat Changed,14/1/2024,Economy,30,8
PA009,13/3/2024,000002058,Seat Changed,18/2/2024,Economy,32,3
PA009,13/3/2024,000002058,Upgraded,4/3/2024,Premium Economy,22,6
PA009,13/3/2024,000002551,Booked,23/12/2023,Economy,36,3
PA009,13/3/2024,000002669,Booked,25/11/2023,Economy,41,3
PA009,13/3/2024,000002669,Seat Changed,26/12/2023,Economy,35,8
PA009,13/3/2024,000002669,Seat Changed,28/1/2024,Economy,30,8
PA009,13/3/2024,000002669,Cancelled,7/2/2024,,,
PA009,13/3/2024,000002835,Booked,3/1/2024,Economy,42,7
PA009,13/3/2024,000002835,Upgraded,3/2/2024,Premium Economy,25,2
PA009,13/3/2024,000002945,Booked,5/1/2024,Premium Economy,24,3
PA009,13/3/2024,000003045,Booked,3/12/2023,Economy,36,3
PA009,13/3/2024,000003045,Upgraded,16/12/2023,Premium Economy,21,6
PA009,13/3/2024,000003379,Booked,21/11/2023,Premium Economy,21,1
PA009,13/3/2024,000003445,Booked,18/12/2023,Premium Economy,20,7
PA009,13/3/2024,000003647,Booked,28/1/2024,Premium Economy,23,1
PA009,13/3/2024,000003647,Upgraded,21/2/2024,Business,9,3
PA009,13/3/2024,000003948,Booked,26/11/2023,Economy,28,9
PA009,13/3/2024,000004506,Booked,13/1/2024,Economy,37,6
PA009,13/3/2024,000004506,Seat Changed,14/2/2024,Economy,41,5
PA009,13/3/2024,000004613,Booked,27/12/2023,Economy,29,4
PA009,13/3/2024,000004613,Cancelled,4/1/2024,,,
PA009,13/3/2024,000004788,Booked,30/12/2023,Economy,34,9
PA009,13/3/2024,000004788,Upgraded,13/1/2024,Premium Economy,19,5
PA009,13/3/2024,000004835,Booked,28/11/2023,Premium Economy,22,4
PA009,13/3/2024,000005023,Booked,7/12/2023,Economy,34,10
PA009,13/3/2024,000005081,Booked,26/11/2023,Premium Economy,23,2
PA009,13/3/2024,000005081,Upgraded,19/12/2023,Business,11,1
PA009,13/3/2024,000005081,Cancelled,23/1/2024,,,
PA009,13/3/2024,000005258,Booked,20/12/2023,Economy,39,7
PA009,13/3/2024,000005258,Seat Changed,4/1/2024,Economy,27,4
PA009,13/3/2024,000005258,Seat Changed,17/1/2024,Economy,37,7
PA009,13/3/2024,000005341,Booked,22/11/2023,Economy,36,10
PA009,13/3/2024,000005341,Seat Changed,2/12/2023,Economy,32,10
PA009,13/3/2024,000005341,Seat Changed,29/12/2023,Economy,29,4
PA009,13/3/2024,000005405,Booked,19/12/2023,Economy,28,7
PA009,13/3/2024,000005405,Seat Changed,1/1/2024,Economy,31,8
PA009,13/3/2024,000005405,Seat Changed,25/1/2024,Economy,31,2
PA009,13/3/2024,000005431,Booked,3/2/2024,Economy,29,8
PA009,13/3/2024,000005431,Seat Changed,17/2/2024,Economy,28,8
PA009,13/3/2024,000005434,Booked,16/11/2023,Premium Economy,22,3
PA009,13/3/2024,000005434,Seat Changed,18/12/2023,Premium Economy,22,3
PA009,13/3/2024,000005565,Booked,5/12/2023,Economy,27,8
PA009,13/3/2024,000005565,Upgraded,12/12/2023,Premium Economy,23,3
PA009,13/3/2024,000005565,Seat Changed,23/12/2023,Premium Economy,23,4
PA009,13/3/2024,000005565,Seat Changed,6/1/2024,Premium Economy,21,1
PA009,13/3/2024,000005601,Booked,15/11/2023,Premium Economy,24,7
PA009,13/3/2024,000005601,Upgraded,3/12/2023,Business,14,4
PA009,13/3/2024,000005601,Upgraded,20/12/2023,First,5,4
PA009,13/3/2024,000005645,Booked,20/1/2024,Economy,29,2
PA009,13/3/2024,000005645,Seat Changed,8/2/2024,Economy,34,5
PA009,13/3/2024,000005645,Cancelled,24/2/2024,,,
PA009,13/3/2024,000005647,Booked,26/11/2023,Premium Economy,24,8
PA009,13/3/2024,000005647,Seat Changed,22/12/2023,Premium Economy,22,2
PA009,13/3/2024,000005647,Seat Changed,21/1/2024,Premium Economy,23,2
PA009,13/3/2024,000005675,Booked,12/1/2024,Economy,32,10
PA009,13/3/2024,000005675,Seat Changed,3/2/2024,Economy,41,7
PA009,13/3/2024,000005675,Seat Changed,19/2/2024,Economy,34,9
PA009,13/3/2024,000005802,Booked,17/1/2024,Premium Economy,22,5
PA009,13/3/2024,000005802,Seat Changed,27/1/2024,Premium Economy,24,3
PA009,13/3/2024,000005802,Seat Changed,10/2/2024,Premium Economy,23,4
PA009,13/3/2024,000005802,Cancelled,11/3/2024,,,
PA009,13/3/2024,000005853,Booked,4/1/2024,Premium Economy,19,2
PA009,13/3/2024,000005853,Upgraded,7/2/2024,Business,16,3
PA009,13/3/2024,000005853,Seat Changed,15/2/2024,Business,13,3
PA009,13/3/2024,000005853,Seat Changed,2/3/2024,Business,17,3
PA009,13/3/2024,000005853,Upgraded,9/3/2024,First,1,4
PA009,13/3/2024,000005877,Booked,13/12/2023,Economy,29,8
PA009,13/3/2024,000005877,Cancelled,5/1/2024,,,
PA009,13/3/2024,000006259,Booked,2/1/2024,Economy,40,2
PA009,13/3/2024,000006259,Seat Changed,5/2/2024,Economy,31,9
PA009,13/3/2024,000006259,Upgraded,20/2/2024,Premium Economy,23,1
PA009,13/3/2024,000006299,Booked,27/11/2023,Economy,41,8
PA009,13/3/2024,000006299,Seat Changed,13/12/2023,Economy,40,3
PA009,13/3/2024,000006397,Booked,8/12/2023,Premium Economy,23,6
PA009,13/3/2024,000006397,Seat Changed,4/1/2024,Premium Economy,19,6
PA009,13/3/2024,000006443,Booked,26/11/2023,Premium Economy,23,8
PA009,13/3/2024,000006443,Seat Changed,3/12/2023,Premium Economy,21,4
PA009,13/3/2024,000006443,Cancelled,5/1/2024,,,
PA009,13/3/2024,000006485,Booked,2/2/2024,Economy,28,2
PA009,13/3/2024,000006485,Seat Changed,7/3/2024,Economy,27,5
PA009,13/3/2024,000006640,Booked,13/11/2023,Economy,32,10
PA009,13/3/2024,000006640,Cancelled,13/12/2023,,,
PA009,13/3/2024,000006674,Booked,29/1/2024,Economy,32,2
PA009,13/3/2024,000006674,Upgraded,25/2/2024,Premium Economy,21,5
PA009,13/3/2024,000006784,Booked,8/1/2024,Economy,32,9
PA009,13/3/2024,000006784,Upgraded,27/1/2024,Premium Economy,21,6
PA009,13/3/2024,000006847,Booked,28/1/2024,Economy,37,2
PA009,13/3/2024,000007841,Booked,30/12/2023,Premium Economy,20,4
PA009,13/3/2024,000007841,Seat Changed,9/1/2024,Premium Economy,25,8
PA009,13/3/2024,000008139,Booked,2/1/2024,Economy,28,5
PA009,13/3/2024,000008139,Seat Changed,18/1/2024,Economy,27,8
PA009,13/3/2024,000008139,Cancelled,24/2/2024,,,
PA009,13/3/2024,000008269,Booked,10/1/2024,Economy,41,3
PA009,13/3/2024,000008269,Seat Changed,25/1/2024,Economy,41,8
PA009,13/3/2024,000008368,Booked,5/12/2023,Economy,27,3
PA009,13/3/2024,000008368,Seat Changed,13/12/2023,Economy,28,10
PA009,13/3/2024,000008368,Seat Changed,7/1/2024,Economy,34,3
PA009,13/3/2024,000008368,Seat Changed,11/2/2024,Economy,34,6
PA009,13/3/2024,000008383,Booked,8/1/2024,Premium Economy,24,3
PA009,13/3/2024,000008383,Cancelled,16/1/2024,,,
PA009,13/3/2024,000008599,Booked,7/1/2024,Premium Economy,20,3
PA009,13/3/2024,000008599,Seat Changed,15/1/2024,Premium Economy,25,5
PA009,13/3/2024,000008599,Upgraded,21/2/2024,Business,15,4
PA009,13/3/2024,000008599,Seat Changed,1/3/2024,Business,16,1
PA009,13/3/2024,000009036,Booked,15/12/2023,Economy,28,8
PA009,13/3/2024,000009036,Upgraded,20/1/2024,Premium Economy,23,8
PA009,13/3/2024,000009036,Upgraded,17/2/2024,Business,10,1
PA009,13/3/2024,000009036,Cancelled,2/3/2024,,,
PA009,13/3/2024,000009059,Booked,6/12/2023,Economy,40,2
PA009,13/3/2024,000009059,Seat Changed,29/12/2023,Economy,42,6
PA009,13/3/2024,000009059,Upgraded,20/1/2024,Premium Economy,19,8
PA009,13/3/2024,000009215,Booked,9/2/2024,Premium Economy,25,3
PA009,13/3/2024,000009215,Upgraded,1/3/2024,Business,18,4
PA009,13/3/2024,000009375,Booked,24/11/2023,Economy,34,7
PA009,13/3/2024,000009671,Booked,5/12/2023,Economy,35,9
PA009,13/3/2024,000009671,Seat Changed,13/12/2023,Economy,36,8
PA009,13/3/2024,000009671,Cancelled,15/1/2024,,,
PA009,13/3/2024,000009703,Booked,16/1/2024,Economy,33,4
PA009,13/3/2024,000009703,Seat Changed,10/2/2024,Economy,32,7
PA009,13/3/2024,000009784,Booked,16/12/2023,Economy,31,3
PA009,13/3/2024,000009784,Seat Changed,19/1/2024,Economy,39,5
PA010,29/3/2024,000000078,Booked,14/1/2024,Economy,41,5
PA010,29/3/2024,000000078,Upgraded,14/2/2024,Premium Economy,20,6
PA010,29/3/2024,000000160,Booked,28/1/2024,Economy,39,3
PA010,29/3/2024,000000160,Upgraded,19/2/2024,Premium Economy,26,3
PA010,29/3/2024,000000194,Booked,7/2/2024,Economy,35,9
PA010,29/3/2024,000000194,Upgraded,15/3/2024,Premium Economy,20,1
PA010,29/3/2024,000000425,Booked,22/2/2024,Economy,31,7
PA010,29/3/2024,000000425,Seat Changed,16/3/2024,Economy,34,3
PA010,29/3/2024,000000950,Booked,28/12/2023,Economy,33,6
PA010,29/3/2024,000000950,Seat Changed,18/1/2024,Economy,35,1
PA010,29/3/2024,000000950,Seat Changed,8/2/2024,Economy,30,6
PA010,29/3/2024,000001303,Booked,3/12/2023,Economy,30,6
PA010,29/3/2024,000001303,Upgraded,26/12/2023,Premium Economy,24,7
PA010,29/3/2024,000001303,Upgraded,17/1/2024,Business,10,1
PA010,29/3/2024,000001303,Seat Changed,12/2/2024,Business,17,2
PA010,29/3/2024,000001303,Cancelled,20/2/2024,,,
PA010,29/3/2024,000001388,Booked,1/2/2024,Economy,39,8
PA010,29/3/2024,000001388,Seat Changed,9/3/2024,Economy,36,6
PA010,29/3/2024,000001584,Booked,7/2/2024,Economy,34,9
PA010,29/3/2024,000001584,Upgraded,5/3/2024,Premium Economy,21,5
PA010,29/3/2024,000001599,Booked,9/2/2024,Economy,32,10
PA010,29/3/2024,000001599,Seat Changed,5/3/2024,Economy,29,9
PA010,29/3/2024,000001599,Seat Changed,19/3/2024,Economy,29,3
PA010,29/3/2024,000001895,Booked,8/12/2023,Economy,29,5
PA010,29/3/2024,000001895,Seat Changed,10/1/2024,Economy,32,2
PA010,29/3/2024,000001895,Cancelled,27/1/2024,,,
