City,Store,Store_ID,Category,Product_ID,Unit_Price,Quantity
Birmingahm,Birmingham,8,Electronics,EL4716,3,3
Leeds,Leeds,10,Electronics,EL4905,14.09,25
Birmingahm,Birmingham,8,Electronics,EL1219,35.9,2
Leeds,Leeds,10,Electronics,EL7239,32.62,36
London,Stratford,4,Electronics,EL0664,28.75,41
Manchester,Chorlton,7,Electronics,EL9145,5.23,37
Nottingham,Nottingham,9,Electronics,EL9073,6.16,43
Manchester,Salford,6,Electronics,EL3568,14.4,18
Nottingham,Nottingham,9,Electronics,EL6392,20.16,19
Manchester,Chorlton,7,Electronics,EL9456,40.78,49
Leeds,Leeds,10,Electronics,EL0783,47.77,41
Manchester,Salford,6,Electronics,EL2425,32.88,27
London,Oxford Street,1,Electronics,EL0634,49.9,13
London,Wembley,2,Electronics,EL2518,4.66,6
Nottingham,Nottingham,9,Electronics,EL2101,25.08,36
London,Stratford,4,Electronics,EL8948,36.52,22
London,Stratford,4,Electronics,EL5335,37.89,5
Birmingahm,Birmingham,8,Electronics,EL4558,36.09,45
Nottingham,Nottingham,9,Electronics,EL7524,22.21,34
Nottingham,Nottingham,9,Electronics,EL7849,48.37,18
Nottingham,Nottingham,9,Electronics,EL1901,39.96,43
Manchester,Salford,6,Electronics,EL3470,43.56,15
Manchester,Salford,6,Electronics,EL3966,32.92,30
London,Wembley,2,Electronics,EL0581,7.3,30
London,Wembley,2,Electronics,EL1226,22.81,8
Leeds,Leeds,10,Electronics,EL1109,35.68,9
Manchester,Chorlton,7,Electronics,EL2176,13.93,26
London,Oxford Street,1,Electronics,EL4080,11.76,46
Leeds,Leeds,10,Electronics,EL8618,45.59,37
Manchester,Trafford,5,Electronics,EL7232,34.13,19
London,Wembley,2,Electronics,EL9789,19.1,25
London,Stratford,4,Electronics,EL7200,46.08,21
London,Oxford Street,1,Electronics,EL0757,48.77,26
Manchester,Trafford,5,Electronics,EL7471,10.61,34
Manchester,Trafford,5,Electronics,EL2953,41.94,29
Manchester,Chorlton,7,Electronics,EL4569,13.14,1
London,Richmond,3,Electronics,EL3949,1.5,26
London,Oxford Street,1,Electronics,EL2790,45.96,3
Nottingham,Nottingham,9,Electronics,EL7789,12.81,2
Manchester,Trafford,5,Electronics,EL3661,29.92,23
Manchester,Salford,6,Electronics,EL2838,17.56,17
Leeds,Leeds,10,Electronics,EL8538,14.69,46
London,Wembley,2,Electronics,EL8334,40.61,24
London,Oxford Street,1,Electronics,EL8108,49.62,12
Nottingham,Nottingham,9,Electronics,EL6085,27.39,17
Nottingham,Nottingham,9,Electronics,EL7516,42.28,37
Birmingahm,Birmingham,8,Electronics,EL0161,1.52,32
Birmingahm,Birmingham,8,Electronics,EL8072,35.57,12
Leeds,Leeds,10,Electronics,EL7279,34.02,4
London,Richmond,3,Electronics,EL3276,19.59,37
Manchester,Salford,6,Electronics,EL0254,18.95,44
Manchester,Salford,6,Electronics,EL8063,41.96,23
Manchester,Chorlton,7,Electronics,EL8731,39.67,10
Manchester,Salford,6,Electronics,EL5805,46.26,37
Manchester,Salford,6,Electronics,EL9102,47.49,28
Birmingahm,Birmingham,8,Electronics,EL0237,30.47,2
London,Stratford,4,Electronics,EL2446,12.14,37
London,Wembley,2,Electronics,EL9873,11.6,49
London,Richmond,3,Electronics,EL7628,5.42,8
Nottingham,Nottingham,9,Electronics,EL0549,47.79,10
London,Stratford,4,Electronics,EL1143,2.39,9
Leeds,Leeds,10,Electronics,EL6078,14.68,46
London,Richmond,3,Electronics,EL9330,36,35
Manchester,Trafford,5,Electronics,EL1210,25.49,43
Birmingahm,Birmingham,8,Electronics,EL8486,28.04,32
Birmingahm,Birmingham,8,Electronics,EL4037,44.99,46
Manchester,Chorlton,7,Electronics,EL8442,11.81,40
Manchester,Salford,6,Electronics,EL3130,29.21,43
Birmingahm,Birmingham,8,Electronics,EL6352,11.62,47
London,Richmond,3,Electronics,EL7928,11.82,4
London,Richmond,3,Electronics,EL5210,27.34,12
Birmingahm,Birmingham,8,Electronics,EL8643,36.23,42
Manchester,Salford,6,Electronics,EL8396,1.4,37
Nottingham,Nottingham,9,Electronics,EL0787,5.25,21
London,Oxford Street,1,Electronics,EL9466,6.92,40
Manchester,Chorlton,7,Electronics,EL4468,1.22,29
London,Oxford Street,1,Electronics,EL8106,35.6,49
London,Richmond,3,Electronics,EL1960,44.76,8
Birmingahm,Birmingham,8,Electronics,EL2361,5.1,9
Leeds,Leeds,10,Electronics,EL4968,13.46,32
London,Richmond,3,Electronics,EL8820,40.32,24
Manchester,Chorlton,7,Electronics,EL3940,11.79,21
Leeds,Leeds,10,Electronics,EL7095,29.42,41
Manchester,Salford,6,Electronics,EL3737,45.9,27
London,Oxford Street,1,Electronics,EL9948,7.59,23
Manchester,Salford,6,Electronics,EL0296,42.43,36
Manchester,Trafford,5,Electronics,EL2538,36.28,4
London,Oxford Street,1,Electronics,EL5406,1.84,22
London,Richmond,3,Electronics,EL3552,47.85,18
Manchester,Salford,6,Electronics,EL4187,38.74,23
London,Wembley,2,Electronics,EL5572,2.94,38
Manchester,Trafford,5,Electronics,EL7781,1.61,35
Nottingham,Nottingham,9,Electronics,EL8937,3.53,49
London,Oxford Street,1,Electronics,EL5359,48.92,2
Birmingahm,Birmingham,8,Electronics,EL2403,4.69,37
Leeds,Leeds,10,Electronics,EL3998,20.24,21
London,Oxford Street,1,Electronics,EL8282,19.86,21
London,Stratford,4,Electronics,EL0263,1.43,19
London,Richmond,3,Electronics,EL1085,40.79,46
London,Oxford Street,1,Electronics,EL7756,16.55,25
London,Wembley,2,Electronics,EL3545,41.95,15
Leeds,Leeds,10,Electronics,EL4470,16.44,18
London,Wembley,2,Electronics,EL5754,40.42,6
Birmingahm,Birmingham,8,Electronics,EL5587,39.56,11
Birmingahm,Birmingham,8,Electronics,EL3847,32.25,32
Manchester,Trafford,5,Electronics,EL3440,23.64,41
Manchester,Trafford,5,Electronics,EL8418,40.15,26
London,Richmond,3,Electronics,EL1858,3,16
Manchester,Salford,6,Electronics,EL3658,44.47,21
London,Stratford,4,Electronics,EL9154,47.95,13
Nottingham,Nottingham,9,Electronics,EL6098,19.7,14
London,Oxford Street,1,Electronics,EL4145,12.66,33
Manchester,Salford,6,Electronics,EL8973,7.54,42
London,Oxford Street,1,Electronics,EL2978,12.76,8
London,Oxford Street,1,Electronics,EL1417,6.09,19
Manchester,Salford,6,Electronics,EL2163,22.26,41
London,Wembley,2,Electronics,EL8586,9.96,47
London,Wembley,2,Electronics,EL7596,21.54,39
Manchester,Chorlton,7,Electronics,EL5432,35.58,37
Manchester,Chorlton,7,Electronics,EL9845,7.32,30
Leeds,Leeds,10,Electronics,EL5496,47.9,19
London,Richmond,3,Electronics,EL7563,32.65,10
Nottingham,Nottingham,9,Electronics,EL7048,10.21,3
Nottingham,Nottingham,9,Electronics,EL2589,32.01,8
Manchester,Trafford,5,Electronics,EL8683,7.56,8
Manchester,Trafford,5,Electronics,EL0658,21.66,3
London,Stratford,4,Electronics,EL7879,2.58,19
Birmingahm,Birmingham,8,Electronics,EL5649,8.24,49
London,Wembley,2,Electronics,EL8253,41.2,6
London,Wembley,2,Electronics,EL4046,16.35,12
London,Oxford Street,1,Electronics,EL9846,45.57,45
Leeds,Leeds,10,Electronics,EL2911,43.49,30
Leeds,Leeds,10,Electronics,EL8954,16.89,17
Manchester,Salford,6,Electronics,EL2542,13.65,44
London,Wembley,2,Electronics,EL8479,11.45,8
Leeds,Leeds,10,Electronics,EL0354,9.12,23
Manchester,Trafford,5,Electronics,EL1855,31.44,38
London,Wembley,2,Electronics,EL1732,30.28,14
Birmingahm,Birmingham,8,Electronics,EL4250,9.41,48
London,Richmond,3,Electronics,EL3383,45.97,25
London,Wembley,2,Electronics,EL6251,23.76,22
Manchester,Salford,6,Electronics,EL1884,37.09,41
London,Wembley,2,Electronics,EL8206,43,18
Manchester,Chorlton,7,Electronics,EL6437,49.78,29
Birmingahm,Birmingham,8,Electronics,EL4803,26.92,32
Birmingahm,Birmingham,8,Electronics,EL7607,43.77,36
Manchester,Salford,6,Electronics,EL9883,12.57,11
London,Richmond,3,Electronics,EL9966,25.32,27
London,Wembley,2,Electronics,EL6041,45.28,23
London,Stratford,4,Electronics,EL9924,45.05,5
Nottingham,Nottingham,9,Electronics,EL3759,2.15,45
London,Wembley,2,Electronics,EL7496,5.42,26
London,Wembley,2,Electronics,EL9248,45.21,49
Leeds,Leeds,10,Electronics,EL7245,13.19,28
London,Richmond,3,Electronics,EL7866,30.02,23
Manchester,Trafford,5,Electronics,EL5099,47.69,14
London,Oxford Street,1,Electronics,EL7831,19.82,42
London,Richmond,3,Electronics,EL6523,47.83,6
London,Wembley,2,Electronics,EL0671,44.25,21
Manchester,Chorlton,7,Electronics,EL3104,17.73,41
Birmingahm,Birmingham,8,Electronics,EL6304,13.56,28
Birmingahm,Birmingham,8,Electronics,EL8084,20.59,28
Manchester,Trafford,5,Electronics,EL0361,14.82,15
Manchester,Salford,6,Electronics,EL5452,30.54,17
London,Wembley,2,Electronics,EL6474,21.98,38
Manchester,Chorlton,7,Electronics,EL8169,13.84,31
Birmingahm,Birmingham,8,Electronics,EL5702,26.53,12
Manchester,Salford,6,Electronics,EL6082,14.7,3
London,Oxford Street,1,Electronics,EL1157,24.53,20
Manchester,Chorlton,7,Electronics,EL7093,22.26,19
London,Stratford,4,Electronics,EL2984,11.45,29
London,Richmond,3,Electronics,EL9382,23.83,17
London,Wembley,2,Electronics,EL0176,3.08,48
Manchester,Salford,6,Electronics,EL4314,9.02,33
Leeds,Leeds,10,Electronics,EL8012,15.28,29
Birmingahm,Birmingham,8,Electronics,EL2376,42.35,27
London,Richmond,3,Electronics,EL8011,48.16,11
Manchester,Salford,6,Electronics,EL2201,21.87,40
Manchester,Chorlton,7,Electronics,EL9967,1.23,31
London,Stratford,4,Electronics,EL8419,35.73,44
Manchester,Trafford,5,Electronics,EL4139,48.26,38
Birmingahm,Birmingham,8,Electronics,EL9086,44.57,25
Leeds,Leeds,10,Electronics,EL1375,24.96,36
Manchester,Salford,6,Electronics,EL9286,4.58,44
London,Oxford Street,1,Electronics,EL3117,12.06,50
Leeds,Leeds,10,Electronics,EL7583,46.92,40
Manchester,Trafford,5,Electronics,EL6350,25.76,19
London,Stratford,4,Electronics,EL0272,42.86,1
London,Stratford,4,Electronics,EL8948,1.96,47
Manchester,Chorlton,7,Electronics,EL1999,42.84,22
London,Stratford,4,Electronics,EL3395,28.53,48
London,Stratford,4,Electronics,EL9640,32.47,1
Birmingahm,Birmingham,8,Electronics,EL4711,49.47,37
London,Stratford,4,Electronics,EL7396,46.77,6
Nottingham,Nottingham,9,Electronics,EL5989,14.6,38
Birmingahm,Birmingham,8,Electronics,EL7625,23.21,19
Manchester,Chorlton,7,Electronics,EL6471,37.32,35
Manchester,Salford,6,Electronics,EL4438,37.36,37
Birmingahm,Birmingham,8,Electronics,EL4775,5.88,43
London,Richmond,3,Electronics,EL0016,13.73,4
London,Wembley,2,Electronics,EL4124,21.42,24
Birmingahm,Birmingham,8,Electronics,EL8497,11.05,20
London,Oxford Street,1,Electronics,EL7542,8.21,30
London,Richmond,3,Electronics,EL8247,20.52,3
London,Stratford,4,Electronics,EL9032,45.73,32
Manchester,Salford,6,Electronics,EL6307,17.57,22
London,Richmond,3,Electronics,EL9328,36.93,49
Manchester,Chorlton,7,Electronics,EL2071,47.73,12
London,Oxford Street,1,Electronics,EL1663,11.12,12
Leeds,Leeds,10,Electronics,EL4061,48.88,7
Manchester,Trafford,5,Electronics,EL4607,21.95,17
London,Richmond,3,Electronics,EL3335,1.72,23
London,Richmond,3,Electronics,EL9573,7.45,19
London,Oxford Street,1,Electronics,EL6738,21.33,7
Manchester,Salford,6,Electronics,EL4116,3.5,43
Nottingham,Nottingham,9,Electronics,EL1543,15.84,41
Leeds,Leeds,10,Electronics,EL2273,16.7,37
London,Richmond,3,Electronics,EL9140,45.41,6
London,Richmond,3,Electronics,EL6061,4.08,13
Birmingahm,Birmingham,8,Electronics,EL8654,30.51,5
Birmingahm,Birmingham,8,Electronics,EL3795,29.76,28
Birmingahm,Birmingham,8,Electronics,EL8139,15.63,31
Nottingham,Nottingham,9,Electronics,EL3756,9.54,20
Manchester,Chorlton,7,Electronics,EL1944,10.15,10
London,Wembley,2,Electronics,EL2810,45.78,29
Birmingahm,Birmingham,8,Electronics,EL3143,42.78,27
Nottingham,Nottingham,9,Electronics,EL3701,45.56,28
London,Oxford Street,1,Electronics,EL3825,25.5,43
Leeds,Leeds,10,Electronics,EL8200,24.63,26
London,Richmond,3,Electronics,EL9473,32.28,32
London,Oxford Street,1,Electronics,EL5816,37.67,34
London,Wembley,2,Electronics,EL3817,7.43,24
Leeds,Leeds,10,Electronics,EL5228,31.87,12
Nottingham,Nottingham,9,Electronics,EL1784,34.47,32
